Gene	Accession	RPKM_LowMyc	SpikeIn_renormalized_LowMyc
GIMAP1	NM_130759	0.956220383	0.432186719
MADD	NM_130476	16.90160996	7.859850565
MADD	NM_130475	16.52027154	7.682232395
MADD	NM_130474	17.27690288	8.034605364
MADD	NM_130473	16.7915141	7.808570119
MADD	NM_130472	17.15180452	7.976415083
MADD	NM_130471	16.97513191	7.894140311
PVRL1	NM_203285	6.56761475	3.053906198
MADD	NM_130470	16.52582516	7.684853077
JDP2	NM_130469	4.901072504	2.280293322
CHST14	NM_130468	2.994331027	1.392959651
PAGE5	NM_130467	0.00E+00	0.00E+00
UBE3B	NM_130466	10.1121793	4.702750055
TSPAN17	NM_130465	12.17645162	5.661898192
NPIPL3	NM_130464	2.737883574	1.243748315
ATP6V1G2	NM_130463	2.4888923	1.124670463
ATP6V1G2	NM_130463	0.00E+00	0.00E+00
ATP6V1G2	NM_130463	0.00E+00	0.00E+00
RBPJ	NM_203284	5.986051414	2.784309505
TOR2A	NM_130459	13.29434407	6.173345979
KLHL6	NM_130446	5.600120741	2.60326165
COL18A1	NM_130445	0.016232919	0.002029547
DPP3	NM_130443	15.23946222	7.031795519
CLEC4C	NM_130441	0.443255048	0.196981405
PTPRF	NM_130440	5.092986691	2.368894789
MXI1	NM_130439	2.075736562	0.96222031
DYRK1A	NM_130438	9.369591056	4.359239218
DYRK1A	NM_130436	7.484051603	3.481924858
PTPRE	NM_130435	4.288366836	1.986061989
RBPJ	NM_203283	6.208540613	2.888065396
DPP8	NM_130434	6.311157567	2.936270924
EXO1	NM_130398	1.020638919	0.471072357
WRNIP1	NM_130395	4.188786	1.948920081
PTPRD	NM_130393	0.00E+00	0.00E+00
PTPRD	NM_130392	0.00E+00	0.00E+00
PTPRD	NM_130391	0.00E+00	0.00E+00
TRIM34	NM_130390	8.124906707	3.780349153
ASB12	NM_130388	0.105105953	0.000572681
ASB14	NM_130387	0.017657636	5.50E-05
COLEC12	NM_130386	0.00E+00	0.00E+00
ZNF254	NM_203282	1.278556174	0.574949202
MRVI1	NM_130385	0.417812793	0.164021433
ATRIP	NM_130384	3.261555086	1.517408478
DYRK1A	NM_101395	8.889107586	4.135843111
WAC	NM_100486	15.86135928	7.375554558
ASB15	NM_080928	0.00E+00	0.00E+00
DCBLD2	NM_080927	0.39511026	0.177197611
PTPRC	NM_080923	0.09654624	0.000512355
PTPRC	NM_080921	63.33668356	29.12031684
DGUOK	NM_080918	28.16215908	12.95217701
DGUOK	NM_080916	25.70224467	11.83004822
BMX	NM_203281	0.00E+00	0.00E+00
ASGR2	NM_080914	0.00E+00	0.00E+00
ASGR2	NM_080913	0.00E+00	0.00E+00
ASGR2	NM_080912	0.00E+00	0.00E+00
UNG	NM_080911	3.723018382	1.731256653
DBN1	NM_080881	22.36992845	10.2128116
RAB40A	NM_080879	0.093755358	0.037125372
ITLN2	NM_080878	0.00E+00	0.00E+00
SLC34A3	NM_080877	0.109686842	0.048240138
DUSP19	NM_080876	0.113990492	0.04443556
MIB2	NM_080875	6.964933754	3.238857295
ENOSF1	NM_202758	1.382084995	0.636517252
ASB5	NM_080874	0.00E+00	0.00E+00
ASB11	NM_080873	0.00E+00	0.00E+00
UNC5D	NM_080872	0.00E+00	0.00E+00
ASB10	NM_080871	0.050267877	0.01797097
DPCR1	NM_080870	0.266280061	0.117426743
DPCR1	NM_080870	0.00E+00	0.00E+00
DPCR1	NM_080870	0.00E+00	0.00E+00
WFDC12	NM_080869	0.00E+00	0.00E+00
ASB17	NM_080868	0.00E+00	0.00E+00
SOCS4	NM_080867	4.099822616	1.901748568
SLC39A3	NM_213568	4.466781759	2.07812092
GIPC1	NM_202494	21.47248915	9.813043771
SLC22A9	NM_080866	0.071500803	0.000345593
GPR62	NM_080865	0.00E+00	0.00E+00
RLN3	NM_080864	0.042952591	0.000177022
ASB16	NM_080863	0.081688237	0.03372039
SPSB4	NM_080862	0.00E+00	0.00E+00
SPSB3	NM_080861	24.95979508	11.45409361
RSPH1	NM_080860	3.169435836	1.468462419
OR1K1	NM_080859	0.00E+00	0.00E+00
PTPRA	NM_080841	33.13663639	15.24825241
PTPRA	NM_080840	31.36177392	14.44108374
GIPC1	NM_202470	18.43568515	8.449459669
WISP1	NM_080838	0.00E+00	0.00E+00
STK35	NM_080836	5.446436764	2.53411185
C20orf152	NM_080834	0.00E+00	3.33E-09
C20orf151	NM_080833	0.00E+00	0.00E+00
PABPC5	NM_080832	0.00E+00	0.00E+00
DEFB129	NM_080831	0.00E+00	0.00E+00
CST11	NM_080830	0.00E+00	0.00E+00
FAM65C	NM_080829	0.00E+00	0.00E+00
WFDC6	NM_080827	0.00E+00	0.00E+00
ISM1	NM_080826	0.00E+00	3.52E-09
GIPC1	NM_202469	20.48206036	9.373036
C20orf144	NM_080825	0.00E+00	0.00E+00
SRMS	NM_080823	0.00E+00	0.00E+00
OVCA2	NM_080822	26.96568446	12.35448017
FAM210B	NM_080821	0.150426119	0.066187287
DTD1	NM_080820	4.232291282	1.968351703
GPR78	NM_080819	0.00E+00	0.00E+00
OXGR1	NM_080818	0.182675395	0.076116075
GPR82	NM_080817	0.057971248	0.010767422
SIRPG	NM_080816	2.178442483	0.981328449
COL13A1	NM_080805	0.010341568	2.72E-05
GIPC1	NM_202468	17.75609197	8.145164537
COL13A1	NM_080802	0.009739751	2.51E-05
COL13A1	NM_080801	0.009482858	2.42E-05
COL13A1	NM_080800	0.00956697	2.45E-05
COL13A1	NM_080798	0.009969824	2.59E-05
DIDO1	NM_080797	18.17480261	8.397167521
DIDO1	NM_080796	28.42748713	13.03593869
MRPL39	NM_080794	14.8800833	6.918501798
SIRPA	NM_080792	3.162145755	1.46517143
ZNF280B	NM_080764	0.850743251	0.383724255
DACH1	NM_080760	0.00E+00	0.00E+00
GIPC1	NM_202467	19.77008309	9.054964021
DACH1	NM_080759	0.00E+00	0.00E+00
WFDC10A	NM_080753	0.00E+00	0.00E+00
ZSWIM3	NM_080752	1.240547673	0.564902466
TMC2	NM_080751	0.00E+00	0.00E+00
DPH3P1	NM_080750	0.236319685	0.104437878
NEURL2	NM_080749	0.55514262	0.254077838
ROMO1	NM_080748	21.89929927	9.992398931
KRT72	NM_080747	0.00E+00	0.00E+00
RPL10L	NM_080746	0.00E+00	0.00E+00
TRIM69	NM_080745	2.726765601	1.231706191
HFE2	NM_202004	0.064457407	0.000301631
SRCRB4D	NM_080744	0.013837898	0.003119686
SRSF12	NM_080743	0.00E+00	0.00E+00
B3GAT2	NM_080742	0.00E+00	0.00E+00
NEU4	NM_080741	0.140445833	0.054355147
ZNF280A	NM_080740	0.018085301	0.003000307
C20orf141	NM_080739	0.00E+00	0.00E+00
EDARADD	NM_080738	13.00460633	5.98864505
SYTL4	NM_080737	0.00E+00	0.00E+00
EGLN2	NM_080732	50.73464364	22.52778575
IFFO1	NM_080730	15.71227426	7.287809748
FOXM1	NM_202003	6.152308875	2.861266977
SRXN1	NM_080725	2.770266283	1.288634234
NRSN1	NM_080723	0.00E+00	0.00E+00
ADAMTS14	NM_080722	0.06830916	0.00879466
OCSTAMP	NM_080721	0.076023773	0.024014527
H2AFB3	NM_080720	0.00E+00	0.00E+00
H2AFB3	NM_080720	0.00E+00	0.00E+00
H2AFB3	NM_080720	0.00E+00	0.00E+00
TBX5	NM_080718	0.00E+00	0.00E+00
TBX5	NM_080717	0.00E+00	0.00E+00
TRPV1	NM_080706	2.095366505	0.964340349
FOXM1	NM_202002	5.915959537	2.751510721
TRPV1	NM_080705	2.233933894	1.029653852
TRPV1	NM_080704	2.425072535	1.120478671
BAG6	NM_080703	0.00E+00	0.00E+00
BAG6	NM_080703	71.78739573	31.73421149
BAG6	NM_080703	0.00E+00	0.00E+00
BAG6	NM_080702	0.00E+00	0.00E+00
BAG6	NM_080702	72.1873261	31.90386244
BAG6	NM_080702	0.00E+00	0.00E+00
TREX2	NM_080701	0.348069999	0.156476705
UPF3A	NM_080687	2.279323277	1.052618722
ERCC1	NM_202001	44.52093361	20.27225965
PRRC2A	NM_080686	96.45509353	42.09930015
PRRC2A	NM_080686	0.00E+00	0.00E+00
PRRC2A	NM_080686	0.00E+00	0.00E+00
PTPN13	NM_080685	5.089619107	2.3649834
PTPN13	NM_080684	5.092406271	2.36623397
PTPN13	NM_080683	5.098535748	2.369156119
VCAM1	NM_080682	0.577064463	0.258162677
COL11A2	NM_080681	0.650090632	0.29165366
COL11A2	NM_080681	0.00E+00	0.00E+00
COL11A2	NM_080681	0.00E+00	0.00E+00
ACSM3	NM_202000	0.055682326	0.019419604
COL11A2	NM_080680	0.633050995	0.283888868
COL11A2	NM_080680	0.00E+00	0.00E+00
COL11A2	NM_080680	0.00E+00	0.00E+00
COL11A2	NM_080679	0.00E+00	0.00E+00
COL11A2	NM_080679	0.00E+00	0.00E+00
COL11A2	NM_080679	0.656800283	0.294719185
UBE2F	NM_080678	6.147360789	2.859562792
DYNLL2	NM_080677	24.19805607	11.10737348
MACROD2	NM_080676	0.057900305	0.011468227
SUN5	NM_080675	0.00E+00	0.00E+00
DFFA	NM_213566	7.664549945	3.564129402
ELF2	NM_201999	7.18544256	3.342243941
PHACTR3	NM_080672	0.017791946	0.00298621
KCNE4	NM_080671	0.00E+00	0.00E+00
SLC35A4	NM_080670	30.2032855	13.73391841
SLC46A1	NM_080669	0.457763812	0.207031237
CDCA5	NM_080668	8.56170526	3.975137089
CCDC104	NM_080667	2.294177568	1.062199869
WDR89	NM_080666	1.606959837	0.739705018
C14orf126	NM_080664	2.531862908	1.174965009
ERI2	NM_080663	0.571016797	0.255785647
PEX11G	NM_080662	0.301638816	0.135601263
SF1	NM_201998	107.770949	46.75445062
GLYATL1	NM_080661	0.041701943	0.000170281
ZC3HAV1L	NM_080660	0.941379659	0.428765967
C11orf52	NM_080659	0.00E+00	0.00E+00
ACY3	NM_080658	39.37424358	18.08445377
RSAD2	NM_080657	7.725473544	3.583740179
CDKN2AIPNL	NM_080656	4.025349666	1.872778981
MSANTD3	NM_080655	5.628188746	2.618677904
CCDC34	NM_080654	0.375470478	0.170873528
ATP6V1E2	NM_080653	1.191950675	0.540892695
TMEM41A	NM_080652	2.290328778	1.062809924
SF1	NM_201997	107.6249674	46.69339168
MED30	NM_080651	2.147187645	0.998989493
ATPBD4	NM_080650	0.659165945	0.297277109
APEX1	NM_080649	30.32148777	13.63105262
APEX1	NM_080648	30.52539824	13.718986
TBX1	NM_080647	0.004662481	9.50E-06
TBX1	NM_080646	0.00663066	1.51E-05
COL12A1	NM_080645	0.002400714	3.95E-06
UPF3B	NM_080632	8.875463236	4.129408679
VPS41	NM_080631	6.468166398	3.008937153
COL11A1	NM_080630	0.00E+00	0.00E+00
SF1	NM_201995	106.1953647	46.0670471
COL11A1	NM_080629	0.00E+00	0.00E+00
C20orf118	NM_080628	0.12841583	0.037988534
SOGA1	NM_080627	9.332813351	4.339727076
BRI3BP	NM_080626	9.272289255	4.271940591
C20orf160	NM_080625	0.00E+00	0.00E+00
ABHD16B	NM_080622	0.00E+00	0.00E+00
SAMD10	NM_080621	9.76069564	4.53032481
CTCFL	NM_080618	0.00E+00	0.00E+00
CBLN4	NM_080617	0.00E+00	0.00E+00
C20orf112	NM_080616	17.41170768	8.096240992
CHIA	NM_201653	0.00E+00	0.00E+00
GCNT7	NM_080615	0.00E+00	0.00E+00
WFDC3	NM_080614	0.00E+00	0.00E+00
GAB3	NM_080612	6.129299357	2.843871904
DUSP15	NM_080611	0.926508815	0.419135565
CST9L	NM_080610	0.00E+00	0.00E+00
SPATA25	NM_080608	0.958577571	0.440284629
VSTM2L	NM_080607	0.00E+00	0.00E+00
BHLHE23	NM_080606	0.00E+00	0.00E+00
B3GALT6	NM_080605	5.740232245	2.669277149
TJAP1	NM_080604	18.18584507	8.391790517
SLC28A1	NM_201651	0.00E+00	0.00E+00
ZSWIM1	NM_080603	4.249332027	1.97681015
MAG	NM_080600	0.101934339	0.039082068
UPF2	NM_080599	13.28650814	6.178187758
DDX39B	NM_080598	74.10054027	32.91954567
DDX39B	NM_080598	0.00E+00	0.00E+00
DDX39B	NM_080598	0.00E+00	0.00E+00
OSBPL1A	NM_080597	2.243163794	1.037465097
HIST1H2AH	NM_080596	0.176898142	0.07878049
RNPS1	NM_080594	49.55530577	21.91675964
HIST1H2BK	NM_080593	30.90364682	14.22248439
LRRC23	NM_201650	3.917497912	1.82018911
C2orf28	NM_080592	11.58238124	5.385935219
PTGS1	NM_080591	50.67000411	23.26508307
CAPS	NM_080590	8.995756758	4.183248178
PTPN7	NM_080588	28.35478781	13.09612763
BPIFA2	NM_080574	0.00E+00	0.00E+00
C20orf96	NM_080571	5.463366551	2.541263208
SLC32A1	NM_080552	0.094282105	0.040369219
SYNRG	NM_080550	10.39408121	4.836082714
PTPN6	NM_080549	510.4146811	214.832826
PTPN6	NM_080548	563.0495386	236.2391825
SLC6A9	NM_201649	0.264613413	0.119062583
SLC44A1	NM_080546	8.580470678	3.992115399
COLQ	NM_080539	3.052963038	1.398540326
COLQ	NM_080538	2.865105018	1.310177299
GAB2	NM_080491	0.652443885	0.289635909
SDCBP2	NM_080489	0.811502021	0.363551523
PIGU	NM_080476	2.501003698	1.161915713
SERPINB11	NM_080475	0.00E+00	0.00E+00
SERPINB12	NM_080474	0.00E+00	0.00E+00
GATA5	NM_080473	0.00E+00	0.00E+00
ACTRT2	NM_080431	0.00E+00	0.00E+00
GLYAT	NM_201648	0.00E+00	0.00E+00
SELM	NM_080430	1.910551134	0.885346313
AQP10	NM_080429	0.005420037	1.16E-05
GNAS	NM_080426	401.3298936	168.6781934
GNAS	NM_080425	199.6323253	85.87101678
SP110	NM_080424	24.96159139	11.60767807
PTPN2	NM_080423	4.771788708	2.2186783
PTPN2	NM_080422	4.867893043	2.263327113
4-Sep	NM_080416	0.04056776	0.013746547
4-Sep	NM_080415	0.039968237	0.013060694
VPS16	NM_080413	24.5771205	11.32869401
STAMBP	NM_201647	4.438411582	2.059576402
PTP4A2	NM_080391	29.49739936	13.60830239
TCEAL2	NM_080390	0.00881679	2.20E-05
DEFB104A	NM_080389	0.00E+00	0.00E+00
DEFB104A	NM_080389	0.00E+00	0.00E+00
S100A16	NM_080388	0.045446093	0.000190642
CLEC4D	NM_080387	0.00E+00	0.00E+00
TUBA3D	NM_080386	0.00E+00	0.00E+00
CPA5	NM_080385	0.033789656	0.007134557
ABCA6	NM_080284	0.603039453	0.266948124
ABCA9	NM_080283	0.0831921	0.000421523
PKN1	NM_213560	74.4433842	32.63820264
TBXA2R	NM_201636	0.375088313	0.167608443
ABCA10	NM_080282	0.026066001	0.003289449
BANP	NM_079837	5.739406024	2.66947978
SCAMP4	NM_079834	55.7188967	24.9878395
MYL6	NM_079423	96.74250276	42.87713464
MYL1	NM_079422	0.00E+00	0.00E+00
CDKN2D	NM_079421	40.77907725	18.79732312
MYL1	NM_079420	0.00E+00	0.00E+00
MSL3	NM_078629	19.77057388	9.193083403
MSL3	NM_078628	16.3293952	7.594140537
CDKN2C	NM_078626	1.395469956	0.637300371
TCF7	NM_201634	5.292773987	2.45879955
VNN2	NM_078488	4.544366458	2.089766626
CDKN2B	NM_078487	0.053604488	0.019508577
COL9A1	NM_078485	0.00E+00	0.00E+00
SLC36A1	NM_078483	2.579417291	1.194016061
CD97	NM_078481	71.87616694	32.48687524
PUF60	NM_078480	44.52902154	19.79411102
BTN2A1	NM_078476	9.020071358	4.196824681
TM2D3	NM_078474	5.919581375	2.754244579
TM2D2	NM_078473	2.686518139	1.245788392
MYO18A	NM_078471	52.56886203	23.89007449
TCF7	NM_201632	5.448141197	2.531450806
COX15	NM_078470	5.312557882	2.47116978
BCCIP	NM_078469	7.414713849	3.448139059
BCCIP	NM_078468	10.66324721	4.95843257
CDKN1A	NM_078467	32.2362966	14.63844232
DNASE2B	NM_058248	0.028862098	0.000104973
DNAJB6	NM_058246	7.437286216	3.458416596
WNT8A	NM_058244	0.090722295	0.000472232
BRD4	NM_058243	37.65448218	17.06732127
CCNT2	NM_058241	6.598654594	3.067971999
SLC8A3	NM_058240	0.00E+00	0.00E+00
TGM5	NM_201631	0.722696358	0.325195848
WNT7B	NM_058238	0.00E+00	0.00E+00
PPP4R4	NM_058237	0.002509639	4.19E-06
ZNF354B	NM_058230	2.337348225	1.075526263
FBXO32	NM_058229	0.900278212	0.403861675
TECTB	NM_058222	0.00E+00	0.00E+00
EXOSC6	NM_058219	2.466792561	1.146900715
RAD51C	NM_058216	6.428615776	2.990793906
SPAG11B	NM_058207	0.00E+00	0.00E+00
SPAG11B	NM_058206	0.00E+00	0.00E+00
SPAG11B	NM_058203	0.00E+00	0.00E+00
LRRN2	NM_201630	0.00E+00	0.00E+00
SPAG11B	NM_058203	0.00E+00	0.00E+00
SPAG11B	NM_058202	0.00E+00	0.00E+00
SPAG11B	NM_058201	0.00E+00	0.00E+00
SPAG11B	NM_058200	0.00E+00	0.00E+00
CDKN2A	NM_058197	0.778489348	0.356642755
CDKN2A	NM_058195	0.809643277	0.373157236
RPUSD1	NM_058192	12.80414639	5.86706156
FAM207A	NM_058190	1.156940956	0.537446126
FAM176C	NM_058187	0.00E+00	0.00E+00
FAM3B	NM_058186	0.00E+00	0.00E+00
TJP2	NM_201629	3.639099108	1.691618144
FAM165B	NM_058182	4.519280713	2.102567718
YBEY	NM_058181	9.855206083	4.579600195
C21orf58	NM_058180	3.234671631	1.504959633
PSAT1	NM_058179	0.745349164	0.344556108
HDAC9	NM_058176	6.887844645	3.203916845
COL6A2	NM_058175	0.016901832	0.002871632
COL6A2	NM_058174	0.018472475	0.003345314
MUCL1	NM_058173	0.00E+00	0.00E+00
ANTXR2	NM_058172	3.948337603	1.822251157
OLFM3	NM_058170	0.00E+00	0.00E+00
KAZN	NM_201628	0.154749155	0.069233305
LOH12CR1	NM_058169	0.856662129	0.392902901
UBE2J2	NM_058167	17.98424981	8.259542728
TRIM6	NM_058166	0.189278548	0.068346614
MOGAT1	NM_058165	0.00E+00	3.38E-09
OLFM2	NM_058164	0.073026329	0.000355297
TSR2	NM_058163	20.5639254	9.490762609
PI4KA	NM_058004	12.86589134	5.982779568
CCNE2	NM_057749	0.562637973	0.25381763
VPS29	NM_057180	22.35937887	10.36502727
TWIST2	NM_057179	0.00E+00	0.00E+00
TRIM41	NM_201627	12.53426954	5.808543516
PARD3B	NM_057177	0.00E+00	0.00E+00
BSND	NM_057176	0.00E+00	0.00E+00
NAA15	NM_057175	3.254405055	1.514174756
PEX16	NM_057174	18.08413093	8.338656195
GIT2	NM_057170	16.36725823	7.610695973
GIT2	NM_057169	16.10397397	7.488194841
WNT16	NM_057168	0.003117304	5.58E-06
COL6A3	NM_057167	0.14127837	0.05267961
COL6A3	NM_057166	0.155139267	0.060024518
COL6A3	NM_057165	0.112181564	0.040040799
USP33	NM_201626	8.961595568	4.169641964
COL6A3	NM_057164	0.117698035	0.043678383
KLHL4	NM_057162	0.00E+00	0.00E+00
KLHDC3	NM_057161	21.66469968	9.964483152
LPAR1	NM_057159	0.147080084	0.054037885
DUSP4	NM_057158	1.895907074	0.871318084
CYP26A1	NM_057157	0.02161979	0.0080277
CYP3A43	NM_057096	0.00E+00	0.00E+00
CYP3A43	NM_057095	0.00E+00	0.00E+00
CRYBA2	NM_057094	0.00E+00	0.00E+00
CRYBA2	NM_057093	0.00E+00	0.00E+00
USP33	NM_201624	8.75339043	4.072740495
FKBP2	NM_057092	19.04883348	8.755693169
ARTN	NM_057091	0.075838168	0.032955824
ARTN	NM_057090	0.074901895	0.032507366
KRT3	NM_057088	0.00E+00	0.00E+00
TAGAP	NM_054114	12.05321288	5.606939404
CIB3	NM_054113	0.029371514	0.000107417
DEFB118	NM_054112	0.00E+00	0.00E+00
IP6K3	NM_054111	0.00E+00	0.00E+00
GALNTL2	NM_054110	0.00E+00	0.00E+00
HRASLS5	NM_054108	0.006236611	1.39E-05
XKRX	NM_212559	0.006809741	1.57E-05
CLEC12A	NM_201623	0.113340559	0.035369359
OR1J2	NM_054107	0.00E+00	0.00E+00
OR5AC2	NM_054106	0.00E+00	0.00E+00
OR6C2	NM_054105	0.00E+00	0.00E+00
OR6C3	NM_054104	0.00E+00	0.00E+00
UNC119	NM_054035	72.08438567	32.28028162
FN1	NM_054034	0.118133143	0.000667398
FKBP1B	NM_054033	0.029238812	0.000106779
MRGPRX4	NM_054032	0.00E+00	0.00E+00
MRGPRX3	NM_054031	0.00E+00	0.00E+00
MRGPRX2	NM_054030	0.00E+00	0.00E+00
IKBIP	NM_201613	3.491772368	1.622471981
SLC35G5	NM_054028	0.008082669	1.96E-05
ANKH	NM_054027	1.736358618	0.797444835
CNOT7	NM_054026	4.868638577	2.262995109
B3GAT1	NM_054025	0.00E+00	0.00E+00
MIA2	NM_054024	0.00E+00	2.66E-09
SCGB3A2	NM_054023	0.00E+00	0.00E+00
GOSR2	NM_054022	12.40338663	5.767495874
GPR101	NM_054021	0.00E+00	0.00E+00
CATSPER2	NM_054020	1.575106467	0.718027387
SRSF10	NM_054016	0.00E+00	0.00E+00
IKBIP	NM_201612	3.250207212	1.511447599
SRSF10	NM_054016	10.19646158	4.742501184
FKBP1A	NM_054014	9.782702854	4.547633991
MGAT4B	NM_054013	14.27502652	6.5885177
ASS1	NM_054012	0.119574626	0.053980866
TEKT1	NM_053285	0.00E+00	0.00E+00
WFIKKN1	NM_053284	0.004983206	0.0010576
DCD	NM_053283	0.00E+00	0.00E+00
SH2D1B	NM_053282	0.003829304	7.33E-06
DACH2	NM_053281	0.00E+00	0.00E+00
ODF3	NM_053280	0.00E+00	0.00E+00
ZMYM3	NM_201599	11.87160691	5.520216679
FAM167A	NM_053279	0.289344939	0.127610621
TAAR8	NM_053278	0.00E+00	0.00E+00
CLIC6	NM_053277	0.053645525	0.016501666
VIT	NM_053276	0.00E+00	0.00E+00
RPLP0	NM_053275	235.0637625	100.5301804
GLMN	NM_053274	1.595587289	0.731134486
UBQLN1	NM_053067	26.84478034	12.32970472
GNG2	NM_053064	3.432272345	1.568572081
CCND1	NM_053056	0.520558562	0.232427958
THEM4	NM_053055	1.070035343	0.485070231
FAM86A	NM_201598	0.213628643	0.095515014
CATSPER1	NM_053054	0.00E+00	0.00E+00
TADA1	NM_053053	2.535904144	1.172989677
SNAP47	NM_053052	7.509100053	3.491723209
CNTROB	NM_053051	6.319140502	2.939403536
MRPL53	NM_053050	31.06331373	14.06084761
UCN3	NM_053049	0.00E+00	0.00E+00
EGLN2	NM_053046	48.70073811	21.66250926
TMEM203	NM_053045	13.80605585	6.377267149
HTRA3	NM_053044	0.003815757	7.29E-06
RBM33	NM_053043	13.02045496	6.054567335
CACNB2	NM_201597	0.021808679	0.002859627
ZNF518B	NM_053042	3.981722515	1.838742276
COMMD7	NM_053041	10.90609213	5.071317032
UGT2B28	NM_053039	0.00E+00	0.00E+00
NPFFR2	NM_053036	0.00E+00	0.00E+00
MRPS33	NM_053035	7.633199822	3.550518628
ANTXR1	NM_053034	0.017800646	5.56E-05
MYLK	NM_053032	0.029161954	0.003507702
MYLK	NM_053031	0.029194844	0.003514832
MYLK	NM_053028	0.018178437	0.001157834
MYLK	NM_053027	0.017688663	0.001099915
CACNB2	NM_201596	0.021423632	0.002770031
MYLK	NM_053026	0.017813868	0.001114593
MYLK	NM_053025	0.017343287	0.00105988
PFN2	NM_053024	0.009218695	2.34E-05
ZFP91	NM_053023	13.29007931	6.179794773
ART5	NM_053017	0.00E+00	0.00E+00
PALM2	NM_053016	0.00307225	5.89E-05
ENO3	NM_053013	3.536458908	1.642790282
TSSK2	NM_053006	0.010690843	2.84E-05
MOB2	NM_053005	10.61650788	4.931663795
GNB1L	NM_053004	1.846876578	0.859311402
GTF2A1	NM_201595	4.875087437	2.267855124
SIGLEC12	NM_053003	0.598144123	0.254756797
MED12L	NM_053002	0.00E+00	0.00E+00
OSR2	NM_053001	0.005426096	1.16E-05
CMTM1	NM_052999	0.00E+00	0.00E+00
ADC	NM_052998	2.940657994	1.35857818
ANKRD30A	NM_052997	0.00E+00	0.00E+00
PRDM7	NM_052996	0.00E+00	0.00E+00
CLRN1	NM_052995	0.00E+00	0.00E+00
IFT122	NM_052990	1.464654209	0.673505693
IFT122	NM_052989	1.392626768	0.639628624
CACNB2	NM_201593	0.02203975	0.00291393
CDK10	NM_052988	29.68874482	13.50536293
CDK10	NM_052987	30.43526549	13.83800237
IFT122	NM_052985	1.350821884	0.619910096
TRIM9	NM_052978	0.968274402	0.444594262
LRG1	NM_052972	3.124873379	1.438686176
LEAP2	NM_052971	0.892466139	0.401331795
HSPA12B	NM_052970	0.00E+00	0.00E+00
RPL39L	NM_052969	0.524718137	0.240335728
APOA5	NM_052968	0.00E+00	0.00E+00
MAS1L	NM_052967	0.00E+00	0.00E+00
GPM6A	NM_201592	3.568420488	1.651152427
MAS1L	NM_052967	0.00E+00	0.00E+00
MAS1L	NM_052967	0.00E+00	0.00E+00
FAM129A	NM_052966	1.338500966	0.608436753
TSEN15	NM_052965	5.562601827	2.588087803
CLNK	NM_052964	3.542551432	1.61416064
TOP1MT	NM_052963	11.4014816	5.251617784
IL22RA2	NM_052962	0.010052419	2.62E-05
SLC26A8	NM_052961	0.011307263	3.06E-05
RBP7	NM_052960	0.00E+00	0.00E+00
PANX3	NM_052959	0.00E+00	0.00E+00
TMEM215	NM_212558	0.00E+00	0.00E+00
GPM6A	NM_201591	3.004443876	1.385301844
C8orf34	NM_052958	0.00E+00	0.00E+00
ACRC	NM_052957	0.109962958	0.038575217
ACSM1	NM_052956	0.023664762	8.08E-05
TGM7	NM_052955	0.00E+00	0.00E+00
CYYR1	NM_052954	0.00E+00	0.00E+00
LRRC3B	NM_052953	0.00E+00	0.00E+00
DIRC1	NM_052952	0.00E+00	0.00E+00
DNTTIP1	NM_052951	19.14367009	8.887378934
WDFY2	NM_052950	10.19914853	4.745444583
ARHGAP33	NM_052948	2.314090019	1.074372841
CACNB2	NM_201590	0.021319075	0.002745895
ALPK2	NM_052947	7.31503805	3.400575528
NOSTRIN	NM_052946	0.00E+00	0.00E+00
TNFRSF13C	NM_052945	166.2606497	72.68529087
SLC5A11	NM_052944	0.070222917	0.028486334
FAM46B	NM_052943	0.049067998	0.011632928
GBP5	NM_052942	0.026358959	9.32E-05
GBP4	NM_052941	0.481809941	0.20603966
LRRC42	NM_052940	4.471771218	2.080593622
FCRL3	NM_052939	3.922785147	1.813728553
FCRL1	NM_052938	11.31158838	5.257253145
MAFA	NM_201589	0.220899039	0.097655816
PCMTD1	NM_052937	6.210250998	2.879803917
ATG4A	NM_052936	2.496039281	1.14225116
NT5C3L	NM_052935	7.003990833	3.256697616
SLC26A9	NM_052934	0.091043737	0.036906299
TSGA13	NM_052933	0.00E+00	0.00E+00
TMEM123	NM_052932	57.42711151	26.06751303
SLAMF6	NM_052931	42.79628292	19.82021351
FHAD1	NM_052929	0.00E+00	0.00E+00
SMYD4	NM_052928	5.08210219	2.364566031
PWWP2A	NM_052927	3.916804989	1.8178648
SEZ6L2	NM_201575	0.002759319	0.00010626
PNMA5	NM_052926	0.00E+00	0.00E+00
LENG8	NM_052925	111.3110226	48.11634035
RHPN1	NM_052924	0.655862361	0.297949431
SCAND3	NM_052923	0.2965728	0.131112897
SCAND3	NM_052923	0.00E+00	0.00E+00
KLHL29	NM_052920	0.028646328	0.000103943
SORCS1	NM_052918	0.00E+00	0.00E+00
GALNT13	NM_052917	0.00E+00	0.00E+00
RNF157	NM_052916	0.081373688	0.027664748
TMEM200A	NM_052913	0.193333709	0.077055956
SLC4A3	NM_201574	0.00E+00	3.42E-09
ESCO1	NM_052911	2.453252647	1.127350365
SLITRK1	NM_052910	0.001871825	2.85E-06
PLEKHG4B	NM_052909	0.005901085	1.30E-05
